date,areaName,deathsRegistered
2020-01-03,London,0
2020-01-10,London,0
2020-01-17,London,0
2020-01-24,London,0
2020-01-31,London,0
2020-02-07,London,0
2020-02-14,London,0
2020-02-21,London,0
2020-02-28,London,0
2020-03-06,London,0
2020-03-13,London,0
2020-03-20,London,44
2020-03-27,London,237
2020-04-03,London,1170
2020-04-10,London,1506
2020-04-17,London,1818
2020-04-24,London,1406
2020-05-01,London,785
2020-05-08,London,439
2020-05-15,London,365
2020-05-22,London,220
2020-05-29,London,115
2020-06-05,London,113
2020-06-12,London,71
2020-06-19,London,50
2020-06-26,London,35
2020-07-03,London,43
2020-07-10,London,28
2020-07-17,London,18
2020-07-24,London,16
2020-07-31,London,22
2020-08-07,London,8
2020-08-14,London,18
2020-08-21,London,10
2020-08-28,London,4
2020-09-04,London,2
2020-09-11,London,6
2020-09-18,London,13
2020-09-25,London,23
2020-10-02,London,31
2020-10-09,London,34
2020-10-16,London,43
2020-10-23,London,47
2020-10-30,London,76
2020-11-06,London,87
2020-11-13,London,124
2020-11-20,London,160
2020-11-27,London,190
2020-12-04,London,211
2020-12-11,London,200
2020-12-18,London,241
2020-12-25,London,299
2021-01-01,London,492
2021-01-08,London,1047
2021-01-15,London,1272
2021-01-22,London,1400
2021-01-29,London,1265
2021-02-05,London,982
2021-02-12,London,718
2021-02-19,London,461
2021-02-26,London,350
2021-03-05,London,226
