date,areaName,deathsRegistered
2020-01-03,North West,0
2020-01-10,North West,0
2020-01-17,North West,0
2020-01-24,North West,0
2020-01-31,North West,0
2020-02-07,North West,0
2020-02-14,North West,0
2020-02-21,North West,0
2020-02-28,North West,0
2020-03-06,North West,0
2020-03-13,North West,1
2020-03-20,North West,12
2020-03-27,North West,60
2020-04-03,North West,418
2020-04-10,North West,909
2020-04-17,North West,1350
2020-04-24,North West,1207
2020-05-01,North West,910
2020-05-08,North West,597
2020-05-15,North West,620
2020-05-22,North West,394
2020-05-29,North West,282
2020-06-05,North West,250
2020-06-12,North West,196
2020-06-19,North West,134
2020-06-26,North West,120
2020-07-03,North West,100
2020-07-10,North West,62
2020-07-17,North West,47
2020-07-24,North West,39
2020-07-31,North West,32
2020-08-07,North West,33
2020-08-14,North West,33
2020-08-21,North West,33
2020-08-28,North West,34
2020-09-04,North West,13
2020-09-11,North West,30
2020-09-18,North West,39
2020-09-25,North West,60
2020-10-02,North West,106
2020-10-09,North West,153
2020-10-16,North West,229
2020-10-23,North West,325
2020-10-30,North West,445
2020-11-06,North West,568
2020-11-13,North West,615
2020-11-20,North West,629
2020-11-27,North West,546
2020-12-04,North West,458
2020-12-11,North West,426
2020-12-18,North West,379
2020-12-25,North West,343
2021-01-01,North West,359
2021-01-08,North West,608
2021-01-15,North West,731
2021-01-22,North West,879
2021-01-29,North West,910
2021-02-05,North West,870
2021-02-12,North West,698
2021-02-19,North West,563
