date,areaName,cases,casesRollingRate,casesAgeDemographics,casesReported,deaths,deathsRollingRate,deathsAgeDemographics,deathsReported,admissions,admissionsRollingRate,patients,patientsMv,cumAdmissionsByAge
2021-01-30,Scotland,,,,994,,,,60,,0,,,
2021-01-29,Scotland,296,,,1155,3,,,70,,0,1958,144,
2021-01-28,Scotland,1018,,,1201,16,,,82,,0,1983,142,
2021-01-27,Scotland,1107,,,1330,30,,,92,,0,2016,145,
2021-01-26,Scotland,1163,,,1049,34,,,87,129,17.699999999999999289,2010,149,
2021-01-25,Scotland,1308,160,,752,48,7.5,,4,128,18.600000000000001421,2016,151,
2021-01-24,Scotland,864,167.80000000000001137,,1195,61,7.7000000000000001776,,1,96,19.199999999999999289,2010,157,
2021-01-23,Scotland,937,173.90000000000000568,,1307,50,7.4000000000000003553,,76,126,20.100000000000001421,2026,159,
2021-01-22,Scotland,1243,178.30000000000001137,,1480,61,7.7999999999999998224,,71,144,20.800000000000000711,2053,161,
2021-01-21,Scotland,1243,184,,1636,56,7.7999999999999998224,,89,174,21.300000000000000711,2004,161,
2021-01-20,Scotland,1587,191,,1656,63,7.7000000000000001776,,92,168,21.399999999999998579,2003,156,
2021-01-19,Scotland,1558,193.30000000000001137,,1165,69,7.5,,71,180,21.399999999999998579,1989,150,
2021-01-18,Scotland,1738,201.19999999999998863,,1429,61,7.2000000000000001776,,0,161,21.699999999999999289,1959,146,
2021-01-17,Scotland,1197,208,,1341,42,6.9000000000000003553,,0,147,23.100000000000001421,1918,147,
2021-01-16,Scotland,1175,212.30000000000001137,,1753,76,7.2000000000000001776,,78,163,23.399999999999998579,1893,145,
2021-01-15,Scotland,1554,218.09999999999999432,,2160,58,6.5,,61,169,23.600000000000001421,1881,141,
2021-01-14,Scotland,1626,223.40000000000000568,,1707,53,6.2000000000000001776,,64,181,24,1840,142,
2021-01-13,Scotland,1712,234,,1949,51,6,,79,169,24.100000000000001421,1794,134,
2021-01-12,Scotland,1989,249.5,,1875,50,5.9000000000000003553,,54,197,24.600000000000001421,1717,133,
2021-01-11,Scotland,2108,269.10000000000002274,,1782,47,5.7000000000000001776,,1,237,24.399999999999998579,1664,126,
2021-01-10,Scotland,1432,274.19999999999998863,,1877,58,5.5,,3,160,23.399999999999998579,1598,123,
2021-01-09,Scotland,1497,288.60000000000002274,,1865,37,5.2000000000000001776,,93,174,23,1596,109,
2021-01-08,Scotland,1839,301.89999999999997726,,2309,41,5.2000000000000001776,,93,191,22.399999999999998579,1530,102,
2021-01-07,Scotland,2205,289.60000000000002274,,2649,44,5.0999999999999996447,,78,189,21.399999999999998579,1467,100,
2021-01-06,Scotland,2560,292.69999999999998863,,2039,48,5.0999999999999996447,,68,198,21,1384,95,
2021-01-05,Scotland,3060,300.30000000000001137,,2529,37,4.7999999999999998224,,11,186,20.600000000000001421,1347,93,
2021-01-04,Scotland,2385,301.89999999999997726,,1905,35,4.5999999999999996447,,0,182,20,1282,83,
2021-01-03,Scotland,2223,291.69999999999998863,,2464,41,4.5,,1,136,19.300000000000000711,1246,81,
2021-01-02,Scotland,2219,282.19999999999998863,,2137,38,4.2999999999999998224,,0,144,19.399999999999998579,1212,78,
2021-01-01,Scotland,1167,261,,2539,34,4.2000000000000001776,,43,134,18.699999999999999289,1189,73,
2020-12-31,Scotland,2379,249.09999999999999432,,2622,43,4.2000000000000001776,,68,165,17.699999999999999289,1174,70,
2020-12-30,Scotland,2973,224.30000000000001137,,2045,32,4,,43,179,16.399999999999998579,1133,69,
2020-12-29,Scotland,3149,194.09999999999999432,,1895,26,4.0999999999999996447,,7,150,14.900000000000000355,1092,65,
2020-12-28,Scotland,1825,160.90000000000000568,,967,30,4.0999999999999996447,,0,148,14,1040,56,
2020-12-27,Scotland,1706,151.69999999999998863,,740,31,4,,1,139,13.099999999999999645,993,54,
2020-12-26,Scotland,1058,135.5,,1149,32,4,,0,106,11.800000000000000711,985,52,
2020-12-25,Scotland,521,130,,1165,34,3.8999999999999999112,,43,79,11.5,973,47,
2020-12-24,Scotland,1022,137.5,,1314,36,3.7000000000000001776,,43,95,11.599999999999999645,1008,56,
2020-12-23,Scotland,1324,135.5,,1190,33,3.6000000000000000888,,47,97,11.599999999999999645,1025,56,
2020-12-22,Scotland,1333,130.5,,1316,28,3.6000000000000000888,,43,99,11.800000000000000711,1045,60,
2020-12-21,Scotland,1323,125.09999999999999432,,1504,24,3.6000000000000000888,,0,103,11.5,1078,59,
2020-12-20,Scotland,824,121.09999999999999432,,934,29,3.7999999999999998224,,3,66,11.199999999999999289,1061,58,
2020-12-19,Scotland,756,119.20000000000000284,,572,27,3.7000000000000001776,,41,91,11.300000000000000711,1033,53,
2020-12-18,Scotland,930,117.90000000000000568,,744,23,3.6000000000000000888,,36,83,10.900000000000000355,1032,50,
2020-12-17,Scotland,914,116.79999999999999716,,858,34,3.6000000000000000888,,30,97,11,1012,50,
2020-12-16,Scotland,1051,116.5,,689,31,3.3999999999999999112,,38,108,10.900000000000000355,1031,49,
2020-12-15,Scotland,1037,115.5,,845,31,3.2000000000000001776,,24,78,10.599999999999999645,996,45,
2020-12-14,Scotland,1102,115.5,,734,31,3.1000000000000000888,,0,91,11.099999999999999645,1012,46,
2020-12-13,Scotland,722,112.79999999999999716,,800,26,3.1000000000000000888,,2,70,11.099999999999999645,1015,47,
2020-12-12,Scotland,683,111.40000000000000568,,1064,23,3.1000000000000000888,,39,67,10.900000000000000355,994,52,
2020-12-11,Scotland,872,111.09999999999999432,,1001,20,3.1000000000000000888,,30,89,11.099999999999999645,999,53,
2020-12-10,Scotland,896,106.90000000000000568,,933,22,3.2000000000000001776,,50,92,11.099999999999999645,984,52,
2020-12-09,Scotland,996,105.29999999999999716,,897,23,3.3999999999999999112,,39,94,10.699999999999999289,972,50,
2020-12-08,Scotland,1041,104.40000000000000568,,692,27,3.3999999999999999112,,33,101,10.900000000000000355,983,57,
2020-12-07,Scotland,953,102.29999999999999716,,677,29,3.3999999999999999112,,1,91,10.5,974,59,
2020-12-06,Scotland,645,102.59999999999999432,,643,28,3.3999999999999999112,,5,62,10.400000000000000355,951,62,
2020-12-05,Scotland,664,101,,777,19,3.3999999999999999112,,22,78,10.400000000000000355,945,64,
2020-12-04,Scotland,646,99.299999999999997158,,966,28,3.7000000000000001776,,41,88,10.099999999999999645,965,65,
2020-12-03,Scotland,808,100.90000000000000568,,958,34,3.6000000000000000888,,51,73,10.199999999999999289,982,69,
2020-12-02,Scotland,948,100.79999999999999716,,951,19,3.3999999999999999112,,38,103,10.699999999999999289,991,68,
2020-12-01,Scotland,924,100.5,,754,27,3.7000000000000001776,,34,79,10.400000000000000355,1021,70,
2020-11-30,Scotland,973,101.70000000000000284,,369,31,3.7000000000000001776,,3,86,10.800000000000000711,1041,75,
2020-11-29,Scotland,553,105.09999999999999432,,746,26,3.7000000000000001776,,2,63,11.099999999999999645,1049,76,
2020-11-28,Scotland,572,107.90000000000000568,,788,39,3.8999999999999999112,,44,61,11.099999999999999645,1074,77,
2020-11-27,Scotland,737,111.40000000000000568,,969,22,3.7999999999999998224,,37,92,11.599999999999999645,1099,80,
2020-11-26,Scotland,802,113.70000000000000284,,1225,23,3.8999999999999999112,,51,99,11.800000000000000711,1125,90,
2020-11-25,Scotland,930,117,,880,32,3.8999999999999999112,,44,86,11.699999999999999289,1156,84,
2020-11-24,Scotland,990,120.40000000000000568,,771,29,3.7999999999999998224,,41,101,11.800000000000000711,1197,84,
2020-11-23,Scotland,1159,124.70000000000000284,,949,30,3.8999999999999999112,,0,106,11.900000000000000355,1208,84,
2020-11-22,Scotland,706,126.79999999999999716,,844,36,3.8999999999999999112,,7,64,11.699999999999999289,1170,95,
2020-11-21,Scotland,763,128.80000000000001137,,887,33,3.8999999999999999112,,37,86,12.099999999999999645,1194,100,
2020-11-20,Scotland,864,131.59999999999999432,,1018,29,4,,32,103,12.300000000000000711,1234,88,
2020-11-19,Scotland,981,135.19999999999998863,,1089,26,4.0999999999999996447,,50,94,12.400000000000000355,1212,85,
2020-11-18,Scotland,1115,139.19999999999998863,,1264,22,4.2000000000000001776,,54,91,12.699999999999999289,1241,88,
2020-11-17,Scotland,1225,141.69999999999998863,,1248,36,4.4000000000000003553,,37,107,13.099999999999999645,1249,95,
2020-11-16,Scotland,1275,142.80000000000001137,,717,33,4.4000000000000003553,,6,93,13,1227,98,
2020-11-15,Scotland,812,143.19999999999998863,,1159,33,4.4000000000000003553,,0,89,13.099999999999999645,1241,100,
2020-11-14,Scotland,919,144.40000000000000568,,1118,38,4.5,,36,96,12.800000000000000711,1198,92,
2020-11-13,Scotland,1062,143,,1357,35,4.4000000000000003553,,56,106,12.599999999999999645,1228,96,
2020-11-12,Scotland,1196,144.5,,1212,31,4.2999999999999998224,,45,110,12.400000000000000355,1207,98,
2020-11-11,Scotland,1250,146.30000000000001137,,1261,35,4.4000000000000003553,,64,116,12.099999999999999645,1235,93,
2020-11-10,Scotland,1290,147.30000000000001137,,832,33,4.0999999999999996447,,39,99,12.099999999999999645,1239,102,
2020-11-09,Scotland,1295,149.09999999999999432,,912,38,4.0999999999999996447,,1,98,12.199999999999999289,1226,105,
2020-11-08,Scotland,878,152.5,,1115,35,3.8999999999999999112,,3,75,12.400000000000000355,1245,111,
2020-11-07,Scotland,844,154.19999999999998863,,1596,35,3.8999999999999999112,,39,83,12.699999999999999289,1245,105,
2020-11-06,Scotland,1141,152.40000000000000568,,1072,26,3.7000000000000001776,,31,95,13.099999999999999645,1237,98,
2020-11-05,Scotland,1294,151.80000000000001137,,1216,37,3.7999999999999998224,,39,97,13.5,1252,95,
2020-11-04,Scotland,1303,148.19999999999998863,,1433,19,3.6000000000000000888,,50,113,13.5,1257,94,
2020-11-03,Scotland,1392,147.5,,999,33,3.7000000000000001776,,28,106,13.599999999999999645,1264,92,
2020-11-02,Scotland,1478,146,,951,27,3.3999999999999999112,,0,106,14,1235,93,
2020-11-01,Scotland,974,143.59999999999999432,,1148,34,3.3999999999999999112,,6,94,14.400000000000000355,1193,81,
2020-10-31,Scotland,745,142.90000000000000568,,1101,24,3.2000000000000001776,,24,102,14.699999999999999289,1149,80,
2020-10-30,Scotland,1106,146.80000000000001137,,1281,35,3.1000000000000000888,,28,119,14.900000000000000355,1171,83,
2020-10-29,Scotland,1098,150.09999999999999432,,1128,26,2.7999999999999998224,,37,95,15,1152,86,
2020-10-28,Scotland,1268,157.5,,1202,25,2.6000000000000000888,,28,121,15.599999999999999645,1117,85,
2020-10-27,Scotland,1308,163.19999999999998863,,1327,15,2.3999999999999999112,,25,128,15.699999999999999289,1100,82,
2020-10-26,Scotland,1345,170.09999999999999432,,1122,29,2.3999999999999999112,,1,130,15.699999999999999289,1052,90,
2020-10-25,Scotland,939,170.30000000000001137,,1303,21,2.1000000000000000888,,1,108,15.699999999999999289,1016,86,
2020-10-24,Scotland,954,168.19999999999998863,,1433,19,2.1000000000000000888,,11,114,15.199999999999999289,985,84,
2020-10-23,Scotland,1287,166.5,,1401,17,1.8999999999999999112,,18,122,14.599999999999999645,975,76,
2020-10-22,Scotland,1503,165.90000000000000568,,1712,17,1.8999999999999999112,,17,128,14.699999999999999289,934,74,
2020-10-21,Scotland,1580,162.09999999999999432,,1739,11,1.8999999999999999112,,28,128,14.199999999999999289,873,73,
2020-10-20,Scotland,1684,156.80000000000001137,,1456,16,1.8000000000000000444,,15,130,14,824,70,
2020-10-19,Scotland,1355,152,,993,15,1.7000000000000001776,,1,127,13.699999999999999289,755,61,
2020-10-18,Scotland,828,152.09999999999999432,,316,21,1.6000000000000000888,,0,83,13.300000000000000711,712,63,
2020-10-17,Scotland,862,154.5,,1167,9,1.3999999999999999112,,15,81,13.099999999999999645,672,62,
2020-10-16,Scotland,1251,155.90000000000000568,,1196,16,1.3999999999999999112,,9,125,13,627,58,
2020-10-15,Scotland,1294,153.09999999999999432,,1351,16,1.1999999999999999556,,13,104,12.099999999999999645,601,52,
2020-10-14,Scotland,1290,150.90000000000000568,,1429,6,1.1000000000000000888,,15,115,11.800000000000000711,570,49,
2020-10-13,Scotland,1423,150.09999999999999432,,1297,11,1.1000000000000000888,,7,115,11.099999999999999645,527,35,
2020-10-12,Scotland,1361,145.90000000000000568,,961,7,1,,0,101,10.699999999999999289,487,36,
2020-10-11,Scotland,959,141.09999999999999432,,956,9,0.9000000000000000222,,0,77,10.099999999999999645,449,35,
2020-10-10,Scotland,942,137.19999999999998863,,1009,10,0.80000000000000004441,,6,71,9.5,432,34,
2020-10-09,Scotland,1096,132.80000000000001137,,1246,6,0.60000000000000008882,,6,76,9,397,31,
2020-10-08,Scotland,1171,127.70000000000000284,,1027,11,0.5,,5,92,8.5999999999999996447,377,31,
2020-10-07,Scotland,1250,120.5,,1054,8,0.4000000000000000222,,1,77,8,319,28,
2020-10-06,Scotland,1192,112.09999999999999432,,800,3,0.30000000000000004441,,2,91,7.4000000000000003553,262,25,
2020-10-05,Scotland,1099,102.40000000000000568,,697,0,0.30000000000000004441,,0,69,6.2999999999999998224,218,22,
2020-10-04,Scotland,744,93.700000000000002842,,758,3,0.30000000000000004441,,0,42,5.9000000000000003553,210,22,
2020-10-03,Scotland,702,86.700000000000002842,,764,2,0.30000000000000004441,,4,44,5.7000000000000001776,191,23,
2020-10-02,Scotland,818,81.799999999999997158,,775,1,0.30000000000000004441,,4,54,5.5,175,19,
2020-10-01,Scotland,777,77.400000000000005684,,668,4,0.30000000000000004441,,3,60,5.2000000000000001776,154,17,
2020-09-30,Scotland,793,76.299999999999997158,,640,4,0.30000000000000004441,,7,46,4.7000000000000001776,137,15,
2020-09-29,Scotland,661,72.200000000000002842,,806,1,0.2000000000000000111,,0,31,4.2999999999999998224,123,16,
2020-09-28,Scotland,625,69.200000000000002842,,222,3,0.2000000000000000111,,0,44,4.2999999999999998224,122,16,
2020-09-27,Scotland,359,66.099999999999994316,,344,2,0.2000000000000000111,,1,31,3.8999999999999999112,105,12,
2020-09-26,Scotland,437,65.400000000000005684,,714,2,0.2000000000000000111,,0,34,3.7000000000000001776,99,11,
2020-09-25,Scotland,576,61.700000000000002842,,558,1,0.2000000000000000111,,1,37,3.3999999999999999112,89,11,
2020-09-24,Scotland,716,56.100000000000001421,,465,2,0.2000000000000000111,,2,32,2.8999999999999999112,85,10,
2020-09-23,Scotland,572,47.799999999999997158,,486,1,0.2000000000000000111,,2,24,2.7000000000000001776,83,10,
2020-09-22,Scotland,497,42.5,,383,2,0.2000000000000000111,,1,31,2.8999999999999999112,73,10,
2020-09-21,Scotland,454,37.799999999999997158,,255,2,0.10000000000000000555,,0,24,2.7000000000000001776,73,8,
2020-09-20,Scotland,320,32.899999999999998579,,245,3,0.10000000000000000555,,0,18,2.5,63,9,
