date,areaName,cases,casesRollingRate,casesReported
2020-01-03,Scotland,,0,0
2020-01-04,Scotland,,0,0
2020-01-05,Scotland,,0,0
2020-01-06,Scotland,,0,0
2020-01-07,Scotland,,0,0
2020-01-08,Scotland,,0,0
2020-01-09,Scotland,,0,0
2020-01-10,Scotland,,0,0
2020-01-11,Scotland,,0,0
2020-01-12,Scotland,,0,0
2020-01-13,Scotland,,0,0
2020-01-14,Scotland,,0,0
2020-01-15,Scotland,,0,0
2020-01-16,Scotland,,0,0
2020-01-17,Scotland,,0,0
2020-01-18,Scotland,,0,0
2020-01-19,Scotland,,0,0
2020-01-20,Scotland,,0,0
2020-01-21,Scotland,,0,0
2020-01-22,Scotland,,0,0
2020-01-23,Scotland,,0,0
2020-01-24,Scotland,,0,0
2020-01-25,Scotland,,0,0
2020-01-26,Scotland,,0,0
2020-01-27,Scotland,,0,0
2020-01-28,Scotland,,0,0
2020-01-29,Scotland,,0,0
2020-01-30,Scotland,,0,0
2020-01-31,Scotland,,0,0
2020-02-01,Scotland,,0,0
2020-02-02,Scotland,,0,0
2020-02-03,Scotland,,0,0
2020-02-04,Scotland,,0,0
2020-02-05,Scotland,,0,0
2020-02-06,Scotland,,0,0
2020-02-07,Scotland,,0,0
2020-02-08,Scotland,,0,0
2020-02-09,Scotland,,0,0
2020-02-10,Scotland,,0,0
2020-02-11,Scotland,,0,0
2020-02-12,Scotland,,0,0
2020-02-13,Scotland,,0,0
2020-02-14,Scotland,,0,0
2020-02-15,Scotland,,0,0
2020-02-16,Scotland,,0,0
2020-02-17,Scotland,,0,0
2020-02-18,Scotland,,0,0
2020-02-19,Scotland,,0,0
2020-02-20,Scotland,,0,0
2020-02-21,Scotland,,0,0
2020-02-22,Scotland,,0,0
2020-02-23,Scotland,,0,0
2020-02-24,Scotland,,0,0
2020-02-25,Scotland,,0,0
2020-02-26,Scotland,,0,0
2020-02-27,Scotland,,0,0
2020-02-28,Scotland,1,0,0
2020-02-29,Scotland,0,0,0
2020-03-01,Scotland,2,0,0
2020-03-02,Scotland,1,0,1
2020-03-03,Scotland,3,0,0
2020-03-04,Scotland,6,0,2
2020-03-05,Scotland,2,0.30000000000000004441,3
2020-03-06,Scotland,6,0.4000000000000000222,5
2020-03-07,Scotland,6,0.5,5
2020-03-08,Scotland,3,0.5,2
2020-03-09,Scotland,16,0.80000000000000004441,5
2020-03-10,Scotland,21,1.1000000000000000888,4
2020-03-11,Scotland,26,1.5,9
2020-03-12,Scotland,38,2.1000000000000000888,24
2020-03-13,Scotland,48,2.8999999999999999112,25
2020-03-14,Scotland,19,3.1000000000000000888,36
2020-03-15,Scotland,12,3.2999999999999998224,32
2020-03-16,Scotland,21,3.3999999999999999112,18
2020-03-17,Scotland,43,3.7999999999999998224,24
2020-03-18,Scotland,41,4.0999999999999996447,32
2020-03-19,Scotland,49,4.2999999999999998224,39
2020-03-20,Scotland,83,4.9000000000000003553,56
2020-03-21,Scotland,66,5.7999999999999998224,51
2020-03-22,Scotland,75,6.9000000000000003553,43
2020-03-23,Scotland,138,9.0999999999999996447,83
2020-03-24,Scotland,168,11.300000000000000711,85
2020-03-25,Scotland,188,14,135
2020-03-26,Scotland,223,17.199999999999999289,175
2020-03-27,Scotland,274,20.699999999999999289,165
2020-03-28,Scotland,205,23.300000000000000711,186
2020-03-29,Scotland,197,25.5,139
2020-03-30,Scotland,320,28.800000000000000711,179
2020-03-31,Scotland,340,32,430
2020-04-01,Scotland,388,35.600000000000001421,317
2020-04-02,Scotland,351,38,292
2020-04-03,Scotland,379,39.899999999999998579,399
2020-04-04,Scotland,259,40.899999999999998579,344
2020-04-05,Scotland,225,41.399999999999998579,361
2020-04-06,Scotland,404,42.899999999999998579,255
2020-04-07,Scotland,351,43.100000000000001421,268
2020-04-08,Scotland,343,42.299999999999997158,336
2020-04-09,Scotland,304,41.5,392
2020-04-10,Scotland,329,40.5,318
2020-04-11,Scotland,185,39.200000000000002842,315
2020-04-12,Scotland,220,39.100000000000001421,322
2020-04-13,Scotland,359,38.299999999999997158,155
2020-04-14,Scotland,346,38.200000000000002842,291
2020-04-15,Scotland,331,38,390
2020-04-16,Scotland,427,40.200000000000002842,354
2020-04-17,Scotland,394,41.399999999999998579,307
2020-04-18,Scotland,264,42.799999999999997158,411
2020-04-19,Scotland,159,41.700000000000002842,367
2020-04-20,Scotland,776,49.399999999999998579,263
2020-04-21,Scotland,399,50.299999999999997158,222
2020-04-22,Scotland,340,50.5,366
2020-04-23,Scotland,314,48.399999999999998579,371
2020-04-24,Scotland,305,46.799999999999997158,288
2020-04-25,Scotland,184,45.299999999999997158,354
2020-04-26,Scotland,172,45.600000000000001421,273
2020-04-27,Scotland,430,39.200000000000002842,197
2020-04-28,Scotland,380,38.899999999999998579,200
2020-04-29,Scotland,430,40.5,313
2020-04-30,Scotland,335,40.899999999999998579,319
2020-05-01,Scotland,368,42.100000000000001421,301
2020-05-02,Scotland,217,42.700000000000002842,273
2020-05-03,Scotland,189,43,170
